ファイル名,備考欄,備考
0020204010.html,備考1,・お問い合わせは松原営業所 ６５２−０５８６まで
0020204010.html,備考2,・〇印は三宮センター街東口止り
0020204010.html,備考2,・お問い合わせは中央営業所 ３３４−００５０まで
0020204010.html,備考2,・お問い合わせは石屋川営業所 ８４１−５３５２まで
0020204010.html,備考2,・お問い合わせは松原営業所 ６５２−０５８６まで
0020204010.html,備考3,・〇印は三宮センター街東口止り
0020204010.html,備考3,・お問い合わせは中央営業所 ３３４−００５０まで
0020204010.html,備考3,・お問い合わせは石屋川営業所 ８４１−５３５２まで
0020204010.html,備考3,・お問い合わせは松原営業所 ６５２−０５８６まで
0020204020.html,備考1,・無印は２系統阪急六甲ゆき
0020204020.html,備考1,・▲印はＪＲ六甲道ゆき
0020204020.html,備考1,・お問い合わせは中央営業所 ３３４−００５０まで
0020204020.html,備考1,・お問い合わせは石屋川営業所 ８４１−５３５２まで
0020204020.html,備考1,・お問い合わせは松原営業所 ６５２−０５８６まで
0020204020.html,備考2,・無印は２系統阪急六甲ゆき
0020204020.html,備考2,・▲印はＪＲ六甲道ゆき
0020204020.html,備考2,・お問い合わせは中央営業所 ３３４−００５０まで
0020204020.html,備考2,・お問い合わせは石屋川営業所 ８４１−５３５２まで
0020204020.html,備考2,・お問い合わせは松原営業所 ６５２−０５８６まで
0020204020.html,備考3,・無印は２系統阪急六甲ゆき
0020204020.html,備考3,・▲印はＪＲ六甲道ゆき
0020204020.html,備考3,・お問い合わせは中央営業所 ３３４−００５０まで
0020204020.html,備考3,・お問い合わせは石屋川営業所 ８４１−５３５２まで
0020204020.html,備考3,・お問い合わせは松原営業所 ６５２−０５８６まで
0020205010.html,備考1,・〇印は三宮センター街東口止り
0020205010.html,備考1,・お問い合わせは中央営業所 ３３４−００５０まで
0020205010.html,備考1,・お問い合わせは石屋川営業所 ８４１−５３５２まで
0020205010.html,備考1,・お問い合わせは松原営業所 ６５２−０５８６まで
0020205010.html,備考2,・〇印は三宮センター街東口止り
0020205010.html,備考2,・お問い合わせは中央営業所 ３３４−００５０まで
0020205010.html,備考2,・お問い合わせは石屋川営業所 ８４１−５３５２まで
0020205010.html,備考2,・お問い合わせは松原営業所 ６５２−０５８６まで
0020205010.html,備考3,・〇印は三宮センター街東口止り
0020205010.html,備考3,・お問い合わせは中央営業所 ３３４−００５０まで
0020205010.html,備考3,・お問い合わせは石屋川営業所 ８４１−５３５２まで
0020205010.html,備考3,・お問い合わせは松原営業所 ６５２−０５８６まで
0020205020.html,備考1,・無印は２系統阪急六甲ゆき
0020205020.html,備考1,・▲印はＪＲ六甲道ゆき
0020205020.html,備考1,・お問い合わせは中央営業所 ３３４−００５０まで
0020205020.html,備考1,・お問い合わせは石屋川営業所 ８４１−５３５２まで
0020205020.html,備考1,・お問い合わせは松原営業所 ６５２−０５８６まで
0020205020.html,備考2,・無印は２系統阪急六甲ゆき
0020205020.html,備考2,・▲印はＪＲ六甲道ゆき
0020205020.html,備考2,・お問い合わせは中央営業所 ３３４−００５０まで
0020205020.html,備考2,・お問い合わせは石屋川営業所 ８４１−５３５２まで
0020205020.html,備考2,・お問い合わせは松原営業所 ６５２−０５８６まで
0020205020.html,備考3,・無印は２系統阪急六甲ゆき
0020205020.html,備考3,・▲印はＪＲ六甲道ゆき
0020205020.html,備考3,・お問い合わせは中央営業所 ３３４−００５０まで
0020205020.html,備考3,・お問い合わせは石屋川営業所 ８４１−５３５２まで
0020205020.html,備考3,・お問い合わせは松原営業所 ６５２−０５８６まで
0020211010.html,備考1,・〇印は三宮センター街東口止り
0020211010.html,備考1,・お問い合わせは中央営業所 ３３４−００５０まで
0020211010.html,備考1,・お問い合わせは石屋川営業所 ８４１−５３５２まで
0020211010.html,備考1,・お問い合わせは松原営業所 ６５２−０５８６まで
0020211010.html,備考2,・〇印は三宮センター街東口止り
0020211010.html,備考2,・お問い合わせは中央営業所 ３３４−００５０まで
0020211010.html,備考2,・お問い合わせは石屋川営業所 ８４１−５３５２まで
0020211010.html,備考2,・お問い合わせは松原営業所 ６５２−０５８６まで
0020211010.html,備考3,・〇印は三宮センター街東口止り
0020211010.html,備考3,・お問い合わせは中央営業所 ３３４−００５０まで
0020211010.html,備考3,・お問い合わせは石屋川営業所 ８４１−５３５２まで
0020211010.html,備考3,・お問い合わせは松原営業所 ６５２−０５８６まで
0020211030.html,備考1,・無印は２系統阪急六甲ゆき
0020211030.html,備考1,・▲印はＪＲ六甲道ゆき
0020211030.html,備考1,・お問い合わせは中央営業所 ３３４−００５０まで
0020211030.html,備考1,・お問い合わせは石屋川営業所 ８４１−５３５２まで
0020211030.html,備考1,・お問い合わせは松原営業所 ６５２−０５８６まで
0020211030.html,備考2,・無印は２系統阪急六甲ゆき
0020211030.html,備考2,・▲印はＪＲ六甲道ゆき
0020211030.html,備考2,・お問い合わせは中央営業所 ３３４−００５０まで
0020211030.html,備考2,・お問い合わせは石屋川営業所 ８４１−５３５２まで
0020211030.html,備考2,・お問い合わせは松原営業所 ６５２−０５８６まで
0020211030.html,備考3,・無印は２系統阪急六甲ゆき
0020211030.html,備考3,・▲印はＪＲ六甲道ゆき
0020211030.html,備考3,・お問い合わせは中央営業所 ３３４−００５０まで
0020211030.html,備考3,・お問い合わせは石屋川営業所 ８４１−５３５２まで
0020211030.html,備考3,・お問い合わせは松原営業所 ６５２−０５８６まで
0020212010.html,備考1,・〇印は三宮センター街東口止り
0020212010.html,備考1,・お問い合わせは中央営業所 ３３４−００５０まで
0020212010.html,備考1,・お問い合わせは石屋川営業所 ８４１−５３５２まで
0020212010.html,備考1,・お問い合わせは松原営業所 ６５２−０５８６まで
0020212010.html,備考2,・〇印は三宮センター街東口止り
0020212010.html,備考2,・お問い合わせは中央営業所 ３３４−００５０まで
0020212010.html,備考2,・お問い合わせは石屋川営業所 ８４１−５３５２まで
0020212010.html,備考2,・お問い合わせは松原営業所 ６５２−０５８６まで
0020212010.html,備考3,・〇印は三宮センター街東口止り
0020212010.html,備考3,・お問い合わせは中央営業所 ３３４−００５０まで
0020212010.html,備考3,・お問い合わせは石屋川営業所 ８４１−５３５２まで
0020212010.html,備考3,・お問い合わせは松原営業所 ６５２−０５８６まで
0020212040.html,備考1,・無印は２系統阪急六甲ゆき
0020212040.html,備考1,・▲印はＪＲ六甲道ゆき
0020212040.html,備考1,・お問い合わせは中央営業所 ３３４−００５０まで
0020212040.html,備考1,・お問い合わせは石屋川営業所 ８４１−５３５２まで
0020212040.html,備考1,・お問い合わせは松原営業所 ６５２−０５８６まで
0020212040.html,備考2,・無印は２系統阪急六甲ゆき
0020212040.html,備考2,・▲印はＪＲ六甲道ゆき
0020212040.html,備考2,・お問い合わせは中央営業所 ３３４−００５０まで
0020212040.html,備考2,・お問い合わせは石屋川営業所 ８４１−５３５２まで
0020212040.html,備考2,・お問い合わせは松原営業所 ６５２−０５８６まで
0020212040.html,備考3,・無印は２系統阪急六甲ゆき
0020212040.html,備考3,・▲印はＪＲ六甲道ゆき
0020212040.html,備考3,・お問い合わせは中央営業所 ３３４−００５０まで
0020212040.html,備考3,・お問い合わせは石屋川営業所 ８４１−５３５２まで
0020212040.html,備考3,・お問い合わせは松原営業所 ６５２−０５８６まで
0020213010.html,備考1,・〇印は三宮センター街東口止り
